place,type_of_meteorite,mass_g,year,cartodb_id,year_date,longitude,latitude
MET 01179,H5,"12,4",2001,21017,01.01.2001 00:00,"159,75","-79,68333"
JaH 239,R5,"12,4",2005,21018,01.01.2005 00:00,"56,41543","19,98505"
Y-792689,H4,"12,39",1979,21019,01.01.1979 00:00,"35,66667","-71,5"
Y-86298,H4,"12,39",1986,21020,01.01.1986 00:00,"35,66667","-71,5"
A-880402,Stone-uncl,"12,39",1988,21021,01.01.1988 00:00,26,-72
Y-792115,Stone-uncl,"12,38",1979,21022,01.01.1979 00:00,"35,66667","-71,5"
GRV 053566,L5,"12,38",2006,21023,01.01.2006 00:00,"75,3","-72,78167"
Y-792943,H4,"12,37",1979,21024,01.01.1979 00:00,"35,66667","-71,5"
Sevaruyo,H5,"12,37",2001,21025,01.01.2001 00:00,"-66,96787","-19,36775"
Y-792694,H4,"12,36",1979,21026,01.01.1979 00:00,"35,66667","-71,5"
Y-82100,Ureilite,"12,36",1982,21027,01.01.1982 00:00,"35,66667","-71,5"
Y-791964,L6,"12,35",1979,21028,01.01.1979 00:00,"35,66667","-71,5"
A-881410,H6,"12,35",1988,21029,01.01.1988 00:00,26,-72
Y-86091,H4,"12,34",1986,21030,01.01.1986 00:00,"35,66667","-71,5"
Y-86696,CM2,"12,34",1986,21031,01.01.1986 00:00,"35,66667","-71,5"
SaU 132,H5,"12,34",2001,21032,01.01.2001 00:00,"57,31564","21,06831"
GRV 022136,L6,"12,34",2003,21033,01.01.2003 00:00,"75,31361","-72,77889"
ALH 88072,H5,"12,33",1988,21034,01.01.1988 00:00,"158,72353","-76,72315"
Y-790605,LL,"12,32",1979,21035,01.01.1979 00:00,"35,66667","-71,5"
ALH 88096,Chondrite-uncl,"12,32",1988,21036,01.01.1988 00:00,"159,33333","-76,71667"
Y-790801,LL6,"12,31",1979,21037,01.01.1979 00:00,"35,66667","-71,5"
A-880289,Stone-uncl,"12,31",1988,21038,01.01.1988 00:00,26,-72
FRO 03041,H3-4,"12,31",2003,21039,01.01.2003 00:00,"160,51425","-72,95108"
ALHA77056,H4,"12,3",1977,21040,01.01.1977 00:00,"159,66667","-76,71667"
ALHA77102,H5,"12,3",1977,21041,01.01.1977 00:00,"159,66667","-76,71667"
Y-791059,H6,"12,3",1979,21042,01.01.1979 00:00,"35,66667","-71,5"
Y-791631,H5,"12,3",1979,21043,01.01.1979 00:00,"35,66667","-71,5"
ALHA81266,L6,"12,3",1981,21044,01.01.1981 00:00,"159,29344","-76,7648"
ALH 84038,CK4,"12,3",1984,21045,01.01.1984 00:00,"157,05112","-76,88906"
LEW 85463,L6,"12,3",1985,21046,01.01.1985 00:00,"161,38667","-84,27633"
ALH 86605,L6,"12,3",1986,21047,01.01.1986 00:00,"159,30975","-76,70806"
LEW 87110,H5,"12,3",1987,21048,01.01.1987 00:00,"161,40596","-84,25328"
LEW 88477,LL3.4,"12,3",1988,21049,01.01.1988 00:00,"161,40723","-84,24937"
LEW 88098,L6,"12,3",1988,21050,01.01.1988 00:00,"161,39705","-84,25234"
LEW 88094,H6,"12,3",1988,21051,01.01.1988 00:00,"161,3956","-84,25264"
LEW 88605,L6,"12,3",1988,21052,01.01.1988 00:00,"161,38798","-84,27367"
EET 90546,L6,"12,3",1990,21053,01.01.1990 00:00,"156,46693","-76,28647"
EET 90728,L6,"12,3",1990,21054,01.01.1990 00:00,"156,44729","-76,26703"
EET 90141,L6,"12,3",1990,21055,01.01.1990 00:00,"156,446","-76,27668"
PCA 91193,Eucrite-pmict,"12,3",1991,21056,01.01.1991 00:00,"-68,74195","-85,68164"
QUE 93729,L6,"12,3",1993,21057,01.01.1993 00:00,168,-84
QUE 94382,H5,"12,3",1994,21058,01.01.1994 00:00,168,-84
QUE 97416,CO3,"12,3",1997,21059,01.01.1997 00:00,168,-84
QUE 97462,EL6,"12,3",1997,21060,01.01.1997 00:00,168,-84
QUE 97542,LL5,"12,3",1997,21061,01.01.1997 00:00,168,-84
QUE 99889,LL5,"12,3",1999,21062,01.01.1999 00:00,168,-84
MET 00875,H5,"12,3",2000,21063,01.01.2000 00:00,"159,75","-79,68333"
FRO 01145,H4,"12,3",2001,21064,01.01.2001 00:00,"160,40056","-72,99306"
MET 01126,L5,"12,3",2001,21065,01.01.2001 00:00,"159,75","-79,68333"
MET 01155,L5,"12,3",2001,21066,01.01.2001 00:00,"159,75","-79,68333"
MET 01265,H4,"12,3",2001,21067,01.01.2001 00:00,"159,75","-79,68333"
MAC 02634,L5,"12,3",2002,21068,01.01.2002 00:00,"160,5","-84,21667"
GRV 020135,L5,"12,3",2003,21069,01.01.2003 00:00,"75,25889","-72,98"
GRV 050212,Mesosiderite,"12,3",2006,21070,01.01.2006 00:00,"75,23278","-72,95306"
Shi��r 133,H~5,"12,3",2007,21071,01.01.2007 00:00,"53,99298","18,25942"
GRV 053117,L6,"12,28",2006,21072,01.01.2006 00:00,"75,30833","-72,78111"
Y-792026,Stone-uncl,"12,26",1979,21073,01.01.1979 00:00,"35,66667","-71,5"
Y-793513,Stone-uncl,"12,26",1979,21074,01.01.1979 00:00,"35,66667","-71,5"
GRV 051533,H5,"12,26",2006,21075,01.01.2006 00:00,"75,30972","-72,93389"
ALHA77044,H4,"12,25",1977,21076,01.01.1977 00:00,"159,66667","-76,71667"
Y-790118,Diogenite,"12,25",1979,21077,01.01.1979 00:00,"35,66667","-71,5"
Y-790570,LL,"12,24",1979,21078,01.01.1979 00:00,"35,66667","-71,5"
Y-794003,H6,"12,24",1979,21079,01.01.1979 00:00,"35,66667","-71,5"
GRV 022291,L5,"12,24",2003,21080,01.01.2003 00:00,"75,29528","-72,77944"
ALHA78089,H4,"12,23",1977,21081,01.01.1977 00:00,"159,66667","-76,71667"
Y-792075,Stone-uncl,"12,23",1979,21082,01.01.1979 00:00,"35,66667","-71,5"
A-87123,H5,"12,22",1987,21083,01.01.1987 00:00,26,-72
A-881772,H5,"12,22",1988,21084,01.01.1988 00:00,26,-72
GRV 051779,H5,"12,22",2006,21085,01.01.2006 00:00,"75,32139","-72,77778"
Y-792062,Stone-uncl,"12,21",1979,21086,01.01.1979 00:00,"35,66667","-71,5"
Y-86087,H4,"12,21",1986,21087,01.01.1986 00:00,"35,66667","-71,5"
A-880774,L3.7,"12,21",1988,21088,01.01.1988 00:00,26,-72
ALHA77170,L3.5,"12,2",1977,21089,01.01.1977 00:00,"159,66667","-76,71667"
ALHA81091,H5,"12,2",1981,21090,01.01.1981 00:00,"159,39167","-76,69278"
LEW 85403,L6,"12,2",1985,21091,01.01.1985 00:00,"161,39733","-84,28061"
ALH 85081,H6,"12,2",1985,21092,01.01.1985 00:00,"156,62782","-76,92089"
ALH 85086,H5,"12,2",1985,21093,01.01.1985 00:00,"156,31035","-76,85056"
Y-86042,L6,"12,2",1986,21094,01.01.1986 00:00,"35,66667","-71,5"
LEW 86202,H6,"12,2",1986,21095,01.01.1986 00:00,"161,37118","-84,2679"
LEW 87177,H5,"12,2",1987,21096,01.01.1987 00:00,"161,46808","-84,34434"
A-880705,Stone-uncl,"12,2",1988,21097,01.01.1988 00:00,26,-72
LEW 88393,H3.7,"12,2",1988,21098,01.01.1988 00:00,"161,43651","-84,24173"
LEW 88495,H5,"12,2",1988,21099,01.01.1988 00:00,"161,38747","-84,25064"
LEW 88732,L6,"12,2",1988,21100,01.01.1988 00:00,"161,35766","-84,27985"
EET 90761,L6,"12,2",1990,21101,01.01.1990 00:00,"156,45294","-76,28322"
EET 90252,L6,"12,2",1990,21102,01.01.1990 00:00,"156,44165","-76,28629"
PCA 91392,H4,"12,2",1991,21103,01.01.1991 00:00,"-69,05137","-85,68789"
QUE 94419,L6,"12,2",1994,21104,01.01.1994 00:00,168,-84
QUE 94594,EL3,"12,2",1994,21105,01.01.1994 00:00,168,-84
GRO 95643,L6,"12,2",1995,21106,01.01.1995 00:00,175,"-85,66667"
ALH 95101,L6,"12,2",1995,21107,01.01.1995 00:00,"159,66667","-76,71667"
QUE 97326,LL5,"12,2",1997,21108,01.01.1997 00:00,168,-84
QUE 97415,LL5,"12,2",1997,21109,01.01.1997 00:00,168,-84
QUE 97793,LL5,"12,2",1997,21110,01.01.1997 00:00,168,-84
QUE 97818,LL5,"12,2",1997,21111,01.01.1997 00:00,168,-84
EET 99433,H6,"12,2",1999,21112,01.01.1999 00:00,"157,16667","-76,18333"
PCA 01013,LL5,"12,2",2002,21113,01.01.2002 00:00,"-68,8922","-85,68755"
Dho 1486,Eucrite-pmict,"12,2",2003,21114,01.01.2003 00:00,"54,67157","19,16813"
GRV 051686,L6,"12,2",2006,21115,01.01.2006 00:00,"75,315","-72,77889"
Y-793384,LL3.1,"12,19",1979,21116,01.01.1979 00:00,"35,66667","-71,5"
Y-793438,L6,"12,18",1979,21117,01.01.1979 00:00,"35,66667","-71,5"
Y-790192,Stone-uncl,"12,17",1979,21118,01.01.1979 00:00,"35,66667","-71,5"
Y-791800,H4,"12,17",1979,21119,01.01.1979 00:00,"35,66667","-71,5"
Y-790587,LL,"12,15",1979,21120,01.01.1979 00:00,"35,66667","-71,5"
Y-8012,H4,"12,15",1980,21121,01.01.1980 00:00,"35,66667","-71,5"
Y-793228,L6,"12,14",1979,21122,01.01.1979 00:00,"35,66667","-71,5"
A-880901,H3.7,"12,14",1988,21123,01.01.1988 00:00,26,-72
QUE 02148,H6,"12,14",2002,21124,01.01.2002 00:00,168,-84
Y-792822,H6,"12,13",1979,21125,01.01.1979 00:00,"35,66667","-71,5"
Y-794015,H4,"12,13",1979,21126,01.01.1979 00:00,"35,66667","-71,5"
Y-8450,H4,"12,12",1984,21127,01.01.1984 00:00,"35,66667","-71,5"
ALH 88070,EH3,"12,12",1988,21128,01.01.1988 00:00,"159,15038","-76,71086"
QUE 02112,LL4,"12,12",2002,21129,01.01.2002 00:00,168,-84
GRV 052415,L6,"12,12",2006,21130,01.01.2006 00:00,"75,331389","-72,779167"
Y-790129,Stone-uncl,"12,11",1979,21131,01.01.1979 00:00,"35,66667","-71,5"
Y-792719,H4,"12,11",1979,21132,01.01.1979 00:00,"35,66667","-71,5"
A-880412,Stone-uncl,"12,11",1988,21133,01.01.1988 00:00,26,-72
A-880932,H4,"12,11",1988,21134,01.01.1988 00:00,26,-72
Y-74065,L6,"12,1",1974,21135,01.01.1974 00:00,"36,29028","-71,79972"
ALHA77074,H5,"12,1",1977,21136,01.01.1977 00:00,"159,66667","-76,71667"
ALHA78209,H5,"12,1",1978,21137,01.01.1978 00:00,"159,66667","-76,71667"
ALHA79019,H6,"12,1",1979,21138,01.01.1979 00:00,"159,36333","-76,68972"
ALH 82135,CK4,"12,1",1982,21139,01.01.1982 00:00,"156,97559","-76,91276"
ALH 84227,H5,"12,1",1984,21140,01.01.1984 00:00,"158,78789","-76,71175"
LEW 85354,L6,"12,1",1985,21141,01.01.1985 00:00,"161,41269","-84,27583"
LEW 85351,H4,"12,1",1985,21142,01.01.1985 00:00,"161,39514","-84,2664"
LEW 86132,L6,"12,1",1986,21143,01.01.1986 00:00,"161,36341","-84,25661"
EET 87839,L6,"12,1",1987,21144,01.01.1987 00:00,"156,44581","-76,28442"
LEW 88615,L5,"12,1",1988,21145,01.01.1988 00:00,"161,37063","-84,26851"
ALH 88071,H5,"12,1",1988,21146,01.01.1988 00:00,"159,33333","-76,71667"
EET 90747,L6,"12,1",1990,21147,01.01.1990 00:00,"156,44656","-76,28663"
PCA 91373,L6,"12,1",1991,21148,01.01.1991 00:00,"-68,35024","-85,68809"
Lake Carnegie,Eucrite-cm,"12,1",1992,21149,01.01.1992 00:00,"122,5","-26,21667"
QUE 93457,L6,"12,1",1993,21150,01.01.1993 00:00,168,-84
RC 095,L/LL5,"12,1",1995,21151,01.01.1995 00:00,"-103,50167","34,09167"
EET 96204,H5,"12,1",1996,21152,01.01.1996 00:00,"157,16667","-76,18333"
EET 96259,CR2,"12,1",1996,21153,01.01.1996 00:00,"157,16667","-76,18333"
QUE 97320,H5,"12,1",1997,21154,01.01.1997 00:00,168,-84
QUE 99855,LL5,"12,1",1999,21155,01.01.1999 00:00,168,-84
FRO 99038,H5,"12,1",1999,21156,01.01.1999 00:00,"160,55111","-72,97639"
GRV 020052,H5,"12,1",2003,21157,01.01.2003 00:00,"75,25556","-73,01722"
Dho 1411,L~5,"12,09",2001,21159,01.01.2001 00:00,"54,77768","19,07285"
Y-790944,H4,"12,08",1979,21160,01.01.1979 00:00,"35,66667","-71,5"
GRV 053695,H3,"12,08",2006,21161,01.01.2006 00:00,"75,313611","-72,778889"
Y-790769,H6,"12,07",1979,21162,01.01.1979 00:00,"35,66667","-71,5"
Y-790807,LL6,"12,07",1979,21163,01.01.1979 00:00,"35,66667","-71,5"
Y-82132,L6,"12,07",1982,21164,01.01.1982 00:00,"35,66667","-71,5"
GRV 022212,L5,"12,07",2003,21165,01.01.2003 00:00,"75,32083","-72,77833"
RaW 024,H5,"12,07",2006,21166,01.01.2006 00:00,"58,42768","21,37628"
Y-74557,H6,"12,05",1974,21167,01.01.1974 00:00,"35,66667",0
A-87223,L6,"12,05",1987,21168,01.01.1987 00:00,26,-72
Dho 824,H6,"12,05",2001,21169,01.01.2001 00:00,"54,53182","19,06013"
FRO 03074,H5,"12,05",2004,21170,01.01.2004 00:00,"160,45447","-72,95233"
GRV 052500,L6,"12,05",2006,21171,01.01.2006 00:00,"75,264444","-72,994444"
Y-82007,LL3.3,"12,03",1982,21172,01.01.1982 00:00,"35,66667","-71,5"
GRV 052685,L5,"12,02",2006,21173,01.01.2006 00:00,"75,31361","-72,77889"
GRV 053662,L5,"12,02",2006,21174,01.01.2006 00:00,"75,276667","-72,783056"
Y-790475,H5,"12,01",1979,21175,01.01.1979 00:00,"35,66667","-71,5"
FRO 93008,Ureilite,"12,01",1993,21176,01.01.1993 00:00,"160,43778","-72,95444"
GRV 022220,L6,"12,01",2003,21177,01.01.2003 00:00,"75,32083","-72,77833"
Patti,Iron,12,1922,21178,01.01.1922 00:00,"14,96667","38,13333"
Holliday,Iron,12,1950,21179,01.01.1950 00:00,"-98,83333","33,75"
RC 058,L4,12,1968,21180,01.01.1968 00:00,"-103,5","34,08333"
ALHA77082,H5,12,1977,21181,01.01.1977 00:00,"159,66667","-76,71667"
ALHA77153,H5,12,1977,21182,01.01.1977 00:00,"159,66667","-76,71667"
RC 005,L6,12,1978,21183,01.01.1978 00:00,"-103,28333","34,21667"
ALHA79008,H5,12,1979,21184,01.01.1979 00:00,"159,32334","-76,70472"
ALHA80124,H5,12,1980,21185,01.01.1980 00:00,"159,32944","-76,69639"
ALH 84149,H5,12,1984,21186,01.01.1984 00:00,"158,78075","-76,71033"
ALH 85077,H5,12,1985,21187,01.01.1985 00:00,"156,48181","-76,84301"
LEW 87119,EL6,12,1987,21188,01.01.1987 00:00,"161,40591","-84,25369"
EET 90383,L6,12,1990,21189,01.01.1990 00:00,"156,45919","-76,28283"
PCA 91283,H5,12,1991,21190,01.01.1991 00:00,"-68,7926","-85,68093"
PCA 91404,H5,12,1991,21191,01.01.1991 00:00,"-68,62513","-85,67069"
EET 92184,L4,12,1992,21192,01.01.1992 00:00,"156,04321","-76,02624"
QUE 94201,Martian (shergottite),12,1994,21193,01.01.1994 00:00,168,-84
QUE 97117,LL5,12,1997,21194,01.01.1997 00:00,168,-84
QUE 97240,LL5,12,1997,21195,01.01.1997 00:00,168,-84
QUE 97792,LL5,12,1997,21196,01.01.1997 00:00,168,-84
QUE 97906,LL5,12,1997,21197,01.01.1997 00:00,168,-84
HrDL 002,H6,12,1999,21198,01.01.1999 00:00,"-117,30095","35,05067"
Dho 208,H3.9,12,2000,21199,01.01.2000 00:00,"54,29","18,80167"
MET 00712,H6,12,2000,21200,01.01.2000 00:00,"159,75","-79,68333"
MET 001109,L6,12,2000,21201,01.01.2000 00:00,"159,75","-79,68333"
Dho 1315,L/LL5,12,2001,21202,01.01.2001 00:00,"54,775","19,15167"
Dho 1317,L6,12,2001,21203,01.01.2001 00:00,"54,10333","18,42"
MET 01312,L5,12,2001,21204,01.01.2001 00:00,"159,75","-79,68333"
RdDL 005,H6,12,2001,21205,01.01.2001 00:00,"-114,02853","35,64645"
Willcox Playa 002,L6,12,2001,21206,01.01.2001 00:00,"-109,7895","32,18167"
GRV 020026,H5,12,2002,21207,01.01.2002 00:00,"75,25528","-73,075"
Dho 719,L4,12,2002,21208,01.01.2002 00:00,"54,8","19,255"
Dho 917,LL6,12,2003,21209,01.01.2003 00:00,"54,55167","19,30667"
Dho 991,LL6,12,2004,21210,01.01.2004 00:00,"54,83567","19,258"
El M̩dano 002,L6,12,2010,21211,01.01.2010 00:00,"-70,53333","-24,85"
Y-792061,Stone-uncl,"11,99",1979,21212,01.01.1979 00:00,"35,66667","-71,5"
A-880244,Stone-uncl,"11,99",1988,21213,01.01.1988 00:00,26,-72
GRV 022186,L5,"11,99",2003,21214,01.01.2003 00:00,"75,29222","-72,78111"
Y-794054,L6,"11,98",1979,21215,01.01.1979 00:00,"35,66667","-71,5"
A-881588,LL6,"11,98",1988,21216,01.01.1988 00:00,26,-72
Y-790802,LL6,"11,97",1979,21217,01.01.1979 00:00,"35,66667","-71,5"
GRV 051938,L6,"11,97",2006,21218,01.01.2006 00:00,"75,323333","-72,780278"
Y-790608,LL,"11,96",1979,21219,01.01.1979 00:00,"35,66667","-71,5"
Y-791383,H4,"11,96",1979,21220,01.01.1979 00:00,"35,66667","-71,5"
A-880174,Stone-uncl,"11,95",1988,21221,01.01.1988 00:00,26,-72
A-881030,L6,"11,95",1988,21222,01.01.1988 00:00,26,-72
GRV 051716,L6,"11,95",2006,21223,01.01.2006 00:00,"75,326944","-72,777778"
A-880614,H5,"11,94",1988,21224,01.01.1988 00:00,26,-72
A-881751,L6,"11,94",1988,21225,01.01.1988 00:00,26,-72
A-9008,Stone-uncl,"11,94",1990,21226,01.01.1990 00:00,26,-72
GRV 053494,L6,"11,94",2006,21227,01.01.2006 00:00,"75,316667","-72,778889"
Y-74512,H6,"11,93",1974,21228,01.01.1974 00:00,"35,66667",0
Y-82131,L6,"11,93",1982,21229,01.01.1982 00:00,"35,66667","-71,5"
Y-74468,H6,"11,92",1974,21230,01.01.1974 00:00,"35,66667",0
Y-794004,L6,"11,92",1979,21231,01.01.1979 00:00,"35,66667","-71,5"
A-881572,H6,"11,92",1988,21232,01.01.1988 00:00,26,-72
GRV 022284,L5,"11,92",2003,21233,01.01.2003 00:00,"75,29278","-72,77972"
GRV 050057,L5,"11,92",2006,21234,01.01.2006 00:00,"75,234722","-72,991667"
Y-794081,CM2,"11,91",1979,21235,01.01.1979 00:00,"35,66667","-71,5"
A-880270,Stone-uncl,"11,91",1988,21236,01.01.1988 00:00,26,-72
A-880338,Stone-uncl,"11,91",1988,21237,01.01.1988 00:00,26,-72
LEW 85449,L6,"11,9",1985,21238,01.01.1985 00:00,"161,393","-84,2806"
ALH 85085,CH3,"11,9",1985,21239,01.01.1985 00:00,"156,42015","-76,84838"
LEW 86072,H5,"11,9",1986,21240,01.01.1986 00:00,"161,69091","-84,27374"
LEW 86477,H5,"11,9",1986,21241,01.01.1986 00:00,"161,68536","-84,2739"
LEW 86127,L3.3,"11,9",1986,21242,01.01.1986 00:00,"161,41623","-84,25867"
EET 87812,CR2,"11,9",1987,21243,01.01.1987 00:00,"156,04598","-76,03962"
LEW 88748,L4,"11,9",1988,21245,01.01.1988 00:00,"161,4898","-84,23364"
LEW 88421,H5,"11,9",1988,21246,01.01.1988 00:00,"161,44369","-84,23937"
LEW 88104,H6,"11,9",1988,21247,01.01.1988 00:00,"161,42207","-84,24675"
LEW 88786,L6,"11,9",1988,21248,01.01.1988 00:00,"161,38808","-84,25232"
LEW 88441,H5,"11,9",1988,21249,01.01.1988 00:00,"161,38536","-84,25091"
LEW 88095,H6,"11,9",1988,21250,01.01.1988 00:00,"161,38465","-84,25284"
LEW 88092,H5,"11,9",1988,21251,01.01.1988 00:00,"161,38367","-84,25216"
LEW 88271,L6,"11,9",1988,21252,01.01.1988 00:00,"161,33797","-84,28606"
EET 90096,L6,"11,9",1990,21253,01.01.1990 00:00,"156,46986","-76,27595"
EET 90805,L6,"11,9",1990,21254,01.01.1990 00:00,"156,43734","-76,28725"
PAT 91525,L6,"11,9",1991,21255,01.01.1991 00:00,"-67,45956","-84,96759"
QUE 93420,H5,"11,9",1993,21256,01.01.1993 00:00,168,-84
QUE 93703,L6,"11,9",1993,21257,01.01.1993 00:00,168,-84
QUE 93704,L6,"11,9",1993,21258,01.01.1993 00:00,168,-84
QUE 93725,L5,"11,9",1993,21260,01.01.1993 00:00,168,-84
GRO 95624,L6,"11,9",1995,21261,01.01.1995 00:00,175,"-85,66667"
EET 96295,L6,"11,9",1996,21262,01.01.1996 00:00,"157,16667","-76,18333"
QUE 97164,LL5,"11,9",1997,21263,01.01.1997 00:00,168,-84
QUE 97770,LL5,"11,9",1997,21264,01.01.1997 00:00,168,-84
MET 01159,H5,"11,9",2001,21265,01.01.2001 00:00,"159,75","-79,68333"
MET 01178,H6,"11,9",2001,21266,01.01.2001 00:00,"159,75","-79,68333"
GRV 051814,L6,"11,9",2006,21267,01.01.2006 00:00,"75,312778","-72,779444"
GRV 050050,L5,"11,9",2006,21268,01.01.2006 00:00,"75,218333","-72,996944"
Catalina 007,H4,"11,9",2010,21269,01.01.2010 00:00,"-69,71667","-25,23333"
Y-793338,H4,"11,89",1979,21270,01.01.1979 00:00,"35,66667","-71,5"
Y-791806,H5,"11,88",1979,21271,01.01.1979 00:00,"35,66667","-71,5"
A-880445,Stone-uncl,"11,88",1988,21272,01.01.1988 00:00,26,-72
A-880703,H5,"11,88",1988,21273,01.01.1988 00:00,26,-72
Y-74470,H6,"11,87",1974,21274,01.01.1974 00:00,"35,66667",0
Y-790607,LL,"11,87",1979,21275,01.01.1979 00:00,"35,66667","-71,5"
Y-81067,CO3,"11,87",1981,21276,01.01.1981 00:00,"35,66667","-71,5"
LV 032,CK4,"11,87",2004,21277,01.01.2004 00:00,"-116,94985","34,49015"
Y-790474,H5,"11,86",1979,21278,01.01.1979 00:00,"35,66667","-71,5"
ALH 88083,H4,"11,86",1988,21279,01.01.1988 00:00,"159,29708","-76,69205"
Y-792562,H4/5,"11,85",1979,21280,01.01.1979 00:00,"35,66667","-71,5"
A-87292,H5,"11,85",1987,21281,01.01.1987 00:00,26,-72
Y-794032,H4,"11,84",1979,21282,01.01.1979 00:00,"35,66667","-71,5"
A-881927,H6,"11,84",1988,21283,01.01.1988 00:00,26,-72
Y-790284,H4,"11,83",1979,21284,01.01.1979 00:00,"35,66667","-71,5"
Y-86029,CI1,"11,83",1986,21285,01.01.1986 00:00,"35,66667","-71,5"
A-87028,Stone-uncl,"11,83",1987,21286,01.01.1987 00:00,26,-72
GRV 052134,L6,"11,83",2006,21287,01.01.2006 00:00,"75,32944","-72,77278"
Y-791037,H5,"11,82",1979,21288,01.01.1979 00:00,"35,66667","-71,5"
Y-81100,L4,"11,82",1981,21289,01.01.1981 00:00,"35,66667","-71,5"
A-881457,H4,"11,82",1988,21290,01.01.1988 00:00,26,-72
Y-74552,H6,"11,81",1974,21291,01.01.1974 00:00,"35,66667",0
Y-74444,LL4-6,"11,81",1974,21292,01.01.1974 00:00,"35,66667","-71,5"
Y-790771,Stone-uncl,"11,81",1979,21293,01.01.1979 00:00,"35,66667","-71,5"
ALHA78154,H5,"11,8",1978,21294,01.01.1978 00:00,"159,66667","-76,71667"
ALHA81261,Acapulcoite,"11,8",1981,21295,01.01.1981 00:00,"159,38695","-76,69111"
ALHA81157,H4,"11,8",1981,21296,01.01.1981 00:00,"159,38583","-76,69139"
EET 83303,H5,"11,8",1983,21297,01.01.1983 00:00,"157,30528","-76,29722"
EET 83345,L6,"11,8",1983,21298,01.01.1983 00:00,"157,23028","-76,32778"
Y-86745,L/LL,"11,8",1986,21299,01.01.1986 00:00,"35,66667","-71,5"
LEW 86372,L6,"11,8",1986,21300,01.01.1986 00:00,"161,35364","-84,2777"
LEW 88590,L4,"11,8",1988,21301,01.01.1988 00:00,"161,41354","-84,25108"
FRO 90025,H6,"11,8",1990,21302,01.01.1990 00:00,"160,50371","-72,95404"
EET 90756,L6,"11,8",1990,21303,01.01.1990 00:00,"156,46237","-76,28217"
EET 90327,L6,"11,8",1990,21304,01.01.1990 00:00,"156,4553","-76,26849"
EET 90786,L6,"11,8",1990,21305,01.01.1990 00:00,"156,44469","-76,29205"
EET 90664,L6,"11,8",1990,21306,01.01.1990 00:00,"156,43891","-76,26704"
EET 90608,L6,"11,8",1990,21307,01.01.1990 00:00,"156,43822","-76,26712"
EET 90413,L6,"11,8",1990,21308,01.01.1990 00:00,"156,42982","-76,26699"
PCA 91237,L6,"11,8",1991,21309,01.01.1991 00:00,"-68,28907","-85,67709"
QUE 93198,L5,"11,8",1993,21310,01.01.1993 00:00,"162,56909","-84,57576"
QUE 94357,L5,"11,8",1994,21311,01.01.1994 00:00,168,-84
QUE 94527,LL6,"11,8",1994,21312,01.01.1994 00:00,168,-84
QUE 94654,LL6,"11,8",1994,21313,01.01.1994 00:00,168,-84
QUE 97170,LL5,"11,8",1997,21314,01.01.1997 00:00,168,-84
QUE 97450,LL5,"11,8",1997,21315,01.01.1997 00:00,168,-84
MAC 02756,L5,"11,8",2002,21316,01.01.2002 00:00,"160,5","-84,21667"
El M̩dano 058,H6,"11,8",2010,21317,01.01.2010 00:00,"-70,53333","-24,85"
Dho 1644,H6,"11,8",2011,21318,01.01.2011 00:00,"54,51506","18,95108"
Y-791735,H4,"11,79",1979,21319,01.01.1979 00:00,"35,66667","-71,5"
GRV 053696,H5,"11,78",2006,21320,01.01.2006 00:00,"75,28333","-72,78667"
FRO 03050,L3,"11,77",2003,21321,01.01.2003 00:00,"160,46639","-72,95222"
GRV 022210,L5,"11,76",2003,21322,01.01.2003 00:00,"75,32083","-72,77833"
Y-790808,LL6,"11,75",1979,21323,01.01.1979 00:00,"35,66667","-71,5"
A-880630,H3,"11,72",1988,21324,01.01.1988 00:00,26,-72
FRO 93048,H4,"11,72",1993,21325,01.01.1993 00:00,"160,41306","-72,99306"
Y-790557,LL,"11,71",1979,21326,01.01.1979 00:00,"35,66667","-71,5"
Y-792118,Stone-uncl,"11,71",1979,21327,01.01.1979 00:00,"35,66667","-71,5"
Y-75206,L6,"11,7",1975,21328,01.01.1975 00:00,"35,66667","-71,5"
ALHA81160,H6,"11,7",1981,21329,01.01.1981 00:00,"159,35472","-76,71667"
EET 83403,H5,"11,7",1983,21330,01.01.1983 00:00,"157,27277","-76,30195"
LEW 87276,H5,"11,7",1987,21331,01.01.1987 00:00,"161,71625","-84,27258"
EET 87600,L6,"11,7",1987,21332,01.01.1987 00:00,"156,50778","-76,26859"
EET 87628,L6,"11,7",1987,21333,01.01.1987 00:00,"156,46113","-76,27715"
LEW 88275,L6,"11,7",1988,21334,01.01.1988 00:00,"161,46274","-84,23543"
LEW 88009,Eucrite-unbr,"11,7",1988,21335,01.01.1988 00:00,"161,3755","-84,27378"
LEW 88624,H5,"11,7",1988,21336,01.01.1988 00:00,"161,08333","-84,28333"
MAC 88145,H4,"11,7",1988,21337,01.01.1988 00:00,"160,5","-84,21667"
EET 90099,L6,"11,7",1990,21338,01.01.1990 00:00,"156,44878","-76,26787"
EET 90514,L6,"11,7",1990,21339,01.01.1990 00:00,"156,44274","-76,28738"
FRO 90015,H4-5,"11,7",1991,21340,01.01.1991 00:00,"160,43857","-72,95533"
EET 92181,L6,"11,7",1992,21341,01.01.1992 00:00,"156,03324","-76,05605"
QUE 93366,H5,"11,7",1993,21342,01.01.1993 00:00,168,-84
QUE 93687,L6,"11,7",1993,21343,01.01.1993 00:00,168,-84
QUE 94548,LL6,"11,7",1994,21344,01.01.1994 00:00,168,-84
