place,type_of_meteorite,mass_g,year,cartodb_id,year_date,longitude,latitude
ALH 88184,Chondrite-uncl,"0,84",1988,32687,01.01.1988 00:00,"159,33333","-76,71667"
Y-9413,OC,"0,84",1994,32688,01.01.1994 00:00,"35,40194","-71,54694"
GRV 022428,H6,"0,84",2003,32689,01.01.2003 00:00,"75,34778","-72,77389"
GRV 022832,H4,"0,84",2003,32690,01.01.2003 00:00,"75,339167","-72,773611"
GRV 023146,L6,"0,84",2003,32691,01.01.2003 00:00,"75,33806","-72,77333"
GRV 021759,L6,"0,84",2003,32692,01.01.2003 00:00,"75,2875","-72,78472"
GRV 020340,L5,"0,84",2003,32693,01.01.2003 00:00,"75,246389","-72,983889"
GRV 020258,H5,"0,84",2003,32694,01.01.2003 00:00,"75,229167","-72,983056"
LV 041,L6,"0,84",2004,32695,01.01.2004 00:00,"-116,94277","34,48975"
GRV 052098,H6,"0,84",2006,32696,01.01.2006 00:00,"75,339722","-72,775"
GRV 054256,L4,"0,84",2006,32697,01.01.2006 00:00,"75,3025","-72,779167"
GRV 054061,H5,"0,84",2006,32698,01.01.2006 00:00,"75,28333","-72,785"
GRV 054138,L5,"0,84",2006,32699,01.01.2006 00:00,"75,274722","-72,792778"
GRV 054854,Mesosiderite,"0,84",2006,32700,01.01.2006 00:00,"75,18722","-72,99889"
Y-74263,H5,"0,83",1974,32701,01.01.1974 00:00,"35,66667","-71,5"
Y-792472,Stone-uncl,"0,83",1979,32702,01.01.1979 00:00,"35,66667","-71,5"
A-880514,Stone-uncl,"0,83",1988,32703,01.01.1988 00:00,26,-72
A-880517,Stone-uncl,"0,83",1988,32704,01.01.1988 00:00,26,-72
Forrest 031,H4,"0,83",1992,32705,01.01.1992 00:00,"127,95367","-30,73783"
QUE 02145,L4,"0,83",2002,32706,01.01.2002 00:00,168,-84
GRV 022805,L5,"0,83",2003,32707,01.01.2003 00:00,"75,32861","-72,77528"
GRV 021877,H5,"0,83",2003,32708,01.01.2003 00:00,"75,32806","-72,77778"
GRV 021895,H4,"0,83",2003,32709,01.01.2003 00:00,"75,32722","-72,77806"
GRV 022941,L5,"0,83",2003,32710,01.01.2003 00:00,"75,3225","-72,77444"
GRV 021552,H6,"0,83",2003,32711,01.01.2003 00:00,"75,31389","-72,935"
GRV 023610,L5,"0,83",2003,32712,01.01.2003 00:00,"75,2514","-72,9839"
GRV 052869,L5,"0,83",2006,32713,01.01.2006 00:00,"75,353611","-72,825278"
GRV 054235,L6,"0,83",2006,32714,01.01.2006 00:00,"75,339167","-72,773056"
GRV 052578,L6,"0,83",2006,32715,01.01.2006 00:00,"75,3025","-72,778333"
GRV 053424,L6,"0,83",2006,32716,01.01.2006 00:00,"75,302222","-72,782222"
GRV 053397,L6,"0,83",2006,32717,01.01.2006 00:00,"75,298611","-72,779444"
GRV 054060,H5,"0,83",2006,32718,01.01.2006 00:00,"75,28333","-72,785"
GRV 053441,L6,"0,83",2006,32719,01.01.2006 00:00,"75,280833","-72,791389"
GRV 053857,H6,"0,83",2006,32720,01.01.2006 00:00,"75,2725","-72,783889"
Y-74627,H6,"0,82",1974,32721,01.01.1974 00:00,"35,66667",0
Y-791402,Stone-uncl,"0,82",1979,32722,01.01.1979 00:00,"35,66667","-71,5"
Y-791523,L6,"0,82",1979,32723,01.01.1979 00:00,"35,66667","-71,5"
Y-792452,Stone-uncl,"0,82",1979,32724,01.01.1979 00:00,"35,66667","-71,5"
Y-792453,Stone-uncl,"0,82",1979,32725,01.01.1979 00:00,"35,66667","-71,5"
Y-793038,E3,"0,82",1979,32726,01.01.1979 00:00,"35,66667","-71,5"
Y-86267,H4,"0,82",1986,32727,01.01.1986 00:00,"35,66667","-71,5"
Y-86470,H4,"0,82",1986,32728,01.01.1986 00:00,"35,66667","-71,5"
Y-86619,H4,"0,82",1986,32729,01.01.1986 00:00,"35,66667","-71,5"
ALH 88185,Chondrite-uncl,"0,82",1988,32730,01.01.1988 00:00,"159,33333","-76,71667"
GRV 023145,L6,"0,82",2003,32731,01.01.2003 00:00,"75,337778","-72,773333"
GRV 021889,H4,"0,82",2003,32732,01.01.2003 00:00,"75,325556","-72,778056"
GRV 023266,H5,"0,82",2003,32733,01.01.2003 00:00,"75,320278","-72,773611"
GRV 022640,L6,"0,82",2003,32734,01.01.2003 00:00,"75,278333","-72,782778"
GRV 022627,L6,"0,82",2003,32735,01.01.2003 00:00,"75,277778","-72,7825"
GRV 023576,L5,"0,82",2003,32736,01.01.2003 00:00,"75,246667","-72,984167"
GRV 020288,L5,"0,82",2003,32737,01.01.2003 00:00,"75,2464","-72,9839"
GRV 020925,L6,"0,82",2003,32738,01.01.2003 00:00,"75,246389","-72,983889"
GRV 053047,H5,"0,82",2006,32739,01.01.2006 00:00,"75,348333","-72,773333"
GRV 052059,H5,"0,82",2006,32740,01.01.2006 00:00,"75,336667","-72,774722"
GRV 052141,H5,"0,82",2006,32741,01.01.2006 00:00,"75,335278","-72,775"
GRV 053498,L6,"0,82",2006,32742,01.01.2006 00:00,"75,316667","-72,778889"
GRV 053714,H6,"0,82",2006,32743,01.01.2006 00:00,"75,313611","-72,778889"
GRV 053880,H5,"0,82",2006,32744,01.01.2006 00:00,"75,313611","-72,778889"
GRV 052343,H4,"0,82",2006,32745,01.01.2006 00:00,"75,31","-72,780833"
GRV 052334,L5,"0,82",2006,32746,01.01.2006 00:00,"75,309722","-72,778889"
GRV 052582,L6,"0,82",2006,32747,01.01.2006 00:00,"75,3025","-72,778333"
GRV 053297,L6,"0,82",2006,32748,01.01.2006 00:00,"75,301667","-72,7825"
GRV 053289,L6,"0,82",2006,32749,01.01.2006 00:00,"75,300556","-72,7825"
GRV 052409,L6,"0,82",2006,32750,01.01.2006 00:00,"75,263889","-72,976389"
Y-790111,Stone-uncl,"0,81",1979,32752,01.01.1979 00:00,"35,66667","-71,5"
Y-790233,H5,"0,81",1979,32753,01.01.1979 00:00,"35,66667","-71,5"
Y-791696,LL6,"0,81",1979,32754,01.01.1979 00:00,"35,66667","-71,5"
Y-792451,Stone-uncl,"0,81",1979,32755,01.01.1979 00:00,"35,66667","-71,5"
Y-793070,E3,"0,81",1979,32756,01.01.1979 00:00,"35,66667","-71,5"
Y-793092,E3,"0,81",1979,32757,01.01.1979 00:00,"35,66667","-71,5"
Y-86168,H4,"0,81",1986,32758,01.01.1986 00:00,"35,66667","-71,5"
FRO 93041,Stone-uncl,"0,81",1993,32759,01.01.1993 00:00,160,-72
Camel Donga 020,L6,"0,81",1994,32760,01.01.1994 00:00,"126,88917","-30,07967"
GRV 022003,H4,"0,81",2003,32761,01.01.2003 00:00,"75,348056","-72,776389"
GRV 022855,H4,"0,81",2003,32762,01.01.2003 00:00,"75,342222","-72,773611"
GRV 022499,H5,"0,81",2003,32763,01.01.2003 00:00,"75,318333","-72,774444"
GRV 022306,L6,"0,81",2003,32764,01.01.2003 00:00,"75,30139","-72,77889"
GRV 021640,H5,"0,81",2003,32765,01.01.2003 00:00,"75,29972","-72,79"
GRV 022600,L6,"0,81",2003,32766,01.01.2003 00:00,"75,28056","-72,7825"
GRV 023761,L6,"0,81",2003,32767,01.01.2003 00:00,"75,25","-72,98444"
GRV 050418,L5,"0,81",2006,32768,01.01.2006 00:00,"75,24556","-72,98389"
LV 076,Unknown,"0,81",2006,32769,01.01.2006 00:00,"-116,9779","34,48975"
Delhi,L5,"0,8",1897,32770,1897-01-01 00:00:00,"77,25","28,56667"
Sakurayama,Doubtful Iron,"0,8",1935,32771,01.01.1935 00:00,"136,91667","35,16667"
Y-74451,L6,"0,8",1974,32772,01.01.1974 00:00,"35,66667","-71,5"
ALHA77030,H4/5,"0,8",1977,32773,01.01.1977 00:00,"159,66667","-76,71667"
ALHA77069,L6,"0,8",1977,32774,01.01.1977 00:00,"159,66667","-76,71667"
Y-790206,Stone-uncl,"0,8",1979,32775,01.01.1979 00:00,"35,66667","-71,5"
Y-792480,Stone-uncl,"0,8",1979,32776,01.01.1979 00:00,"35,66667","-71,5"
Y-793014,E3,"0,8",1979,32777,01.01.1979 00:00,"35,66667","-71,5"
Y-793053,E3,"0,8",1979,32778,01.01.1979 00:00,"35,66667","-71,5"
ALH 83068,H5,"0,8",1983,32779,01.01.1983 00:00,"158,13615","-76,81435"
ALH 85057,LL6,"0,8",1985,32780,01.01.1985 00:00,"156,44009","-76,8422"
Y-86566,H4,"0,8",1986,32781,01.01.1986 00:00,"35,66667","-71,5"
Y-86612,H4,"0,8",1986,32782,01.01.1986 00:00,"35,66667","-71,5"
LEW 86006,CV3,"0,8",1986,32783,01.01.1986 00:00,"161,46562","-84,25552"
ALH 86610,L5,"0,8",1986,32784,01.01.1986 00:00,"159,41682","-76,73103"
LEW 87060,H6,"0,8",1987,32785,01.01.1987 00:00,"161,48251","-84,34781"
LEW 87027,CM2,"0,8",1987,32786,01.01.1987 00:00,"161,39783","-84,34868"
LEW 87293,H6,"0,8",1987,32787,01.01.1987 00:00,"161,31021","-84,34551"
LEW 87218,L6,"0,8",1987,32788,01.01.1987 00:00,"161,30576","-84,34513"
EET 87834,H6,"0,8",1987,32789,01.01.1987 00:00,"157,16667","-76,18333"
A-880519,Stone-uncl,"0,8",1988,32790,01.01.1988 00:00,26,-72
LEW 88698,Iron,"0,8",1988,32791,01.01.1988 00:00,"161,39748","-84,27807"
FRO 90020,L7,"0,8",1990,32792,01.01.1990 00:00,"160,44775","-72,95556"
ALH 90409,L6,"0,8",1990,32793,01.01.1990 00:00,"156,90059","-76,97131"
EET 90979,L6,"0,8",1990,32794,01.01.1990 00:00,"156,43493","-76,2776"
FRO 90111,H5,"0,8",1991,32795,01.01.1991 00:00,"160,47328","-72,95488"
PCA 91303,EH3,"0,8",1991,32796,01.01.1991 00:00,"-68,10949","-85,66882"
PAT 91530,L6,"0,8",1991,32797,01.01.1991 00:00,"-61,80954","-84,58538"
RKP 92446,L6,"0,8",1992,32798,01.01.1992 00:00,"158,14882","-76,2403"
EET 92006,C2,"0,8",1992,32799,01.01.1992 00:00,"156,45457","-76,04972"
EET 92151,L6,"0,8",1992,32800,01.01.1992 00:00,"156,30162","-76,04097"
EET 92125,L6,"0,8",1992,32801,01.01.1992 00:00,"156,27296","-76,04164"
QUE 93478,L5,"0,8",1993,32802,01.01.1993 00:00,168,-84
QUE 93479,L5,"0,8",1993,32803,01.01.1993 00:00,168,-84
QUE 93587,L5,"0,8",1993,32804,01.01.1993 00:00,168,-84
QUE 93655,H5,"0,8",1993,32805,01.01.1993 00:00,168,-84
QUE 93111,H6,"0,8",1993,32806,01.01.1993 00:00,"162,56414","-84,57563"
QUE 93113,L5,"0,8",1993,32807,01.01.1993 00:00,"162,56196","-84,57584"
Camel Donga 008,H6,"0,8",1993,32808,01.01.1993 00:00,"126,62483","-30,1085"
QUE 94609,H6,"0,8",1994,32809,01.01.1994 00:00,168,-84
EET 96291,H6,"0,8",1996,32810,01.01.1996 00:00,"157,16667","-76,18333"
QUE 97150,LL5,"0,8",1997,32811,01.01.1997 00:00,168,-84
QUE 97512,LL5,"0,8",1997,32812,01.01.1997 00:00,168,-84
FRO 97011,L6,"0,8",1997,32813,01.01.1997 00:00,"160,50333","-72,95222"
FRO 97009,H5,"0,8",1997,32814,01.01.1997 00:00,"160,44028","-72,95333"
FRO 97047,H4,"0,8",1997,32815,01.01.1997 00:00,"160,40861","-72,98667"
GRA 98162,L6,"0,8",1998,32816,01.01.1998 00:00,"-141,5","-86,71667"
QUE 99404,LL5,"0,8",1999,32817,01.01.1999 00:00,168,-84
QUE 99543,LL6,"0,8",1999,32818,01.01.1999 00:00,168,-84
QUE 99551,LL5,"0,8",1999,32819,01.01.1999 00:00,168,-84
QUE 99729,LL5,"0,8",1999,32820,01.01.1999 00:00,168,-84
QUE 99845,LL6,"0,8",1999,32821,01.01.1999 00:00,168,-84
QUE 99912,LL5,"0,8",1999,32822,01.01.1999 00:00,168,-84
FRO 01110,H6,"0,8",2001,32823,01.01.2001 00:00,"160,4625","-72,95222"
FRO 01128,L3,"0,8",2001,32824,01.01.2001 00:00,"160,45917","-72,95222"
FRO 01056,H3,"0,8",2001,32825,01.01.2001 00:00,"160,40611","-72,98806"
FRO 01036,H3-6,"0,8",2001,32826,01.01.2001 00:00,"160,40528","-72,98889"
FRO 01164,H4,"0,8",2001,32827,01.01.2001 00:00,"160,40278","-72,98944"
FRO 01142,H4,"0,8",2001,32828,01.01.2001 00:00,"160,4","-72,99222"
DaG 1048,Lunar (feldsp. breccia),"0,8",2001,32829,01.01.2001 00:00,"16,31117","27,20167"
GRV 022558,H4,"0,8",2003,32830,01.01.2003 00:00,"75,34278","-72,77389"
GRV 021746,L5,"0,8",2003,32831,01.01.2003 00:00,"75,30472","-72,78694"
GRV 022381,H5,"0,8",2003,32832,01.01.2003 00:00,"75,28167","-72,78028"
GRV 024007,L5,"0,8",2003,32833,01.01.2003 00:00,"75,25222","-72,9925"
GRV 020262,H6,"0,8",2003,32834,01.01.2003 00:00,"75,22917","-72,98306"
GRV 020202,H5,"0,8",2003,32835,01.01.2003 00:00,"75,20639","-72,9925"
GRV 051523,Eucrite-mmict,"0,8",2006,32836,01.01.2006 00:00,"75,31417","-72,935"
GRV 050012,L3,"0,8",2006,32837,01.01.2006 00:00,"75,159444","-73,1125"
LV 100,CK5,"0,8",2008,32838,01.01.2008 00:00,"-116,96065","34,48738"
Y-74313,H5,"0,79",1974,32839,01.01.1974 00:00,"35,66667","-71,5"
Y-74342,H5,"0,79",1974,32840,01.01.1974 00:00,"35,66667","-71,5"
Y-790325,H4,"0,79",1979,32841,01.01.1979 00:00,"35,66667","-71,5"
Y-793063,E3,"0,79",1979,32842,01.01.1979 00:00,"35,66667","-71,5"
Y-793072,E3,"0,79",1979,32843,01.01.1979 00:00,"35,66667","-71,5"
Y-793081,E3,"0,79",1979,32844,01.01.1979 00:00,"35,66667","-71,5"
Y-793267,H4,"0,79",1979,32845,01.01.1979 00:00,"35,66667","-71,5"
QUE 02108,LL5,"0,79",2002,32846,01.01.2002 00:00,168,-84
LV 074,Unknown,"0,79",2006,32847,01.01.2006 00:00,"-116,97793","34,48983"
Y-74087,L6,"0,78",1974,32848,01.01.1974 00:00,"35,66667","-71,5"
Y-74169,H3,"0,78",1974,32849,01.01.1974 00:00,"35,66667","-71,5"
Y-791594,L6,"0,78",1979,32850,01.01.1979 00:00,"35,66667","-71,5"
Y-791650,L4,"0,78",1979,32851,01.01.1979 00:00,"35,66667","-71,5"
Y-792403,Stone-uncl,"0,78",1979,32852,01.01.1979 00:00,"35,66667","-71,5"
Y-792463,Stone-uncl,"0,78",1979,32853,01.01.1979 00:00,"35,66667","-71,5"
Y-793043,E3,"0,78",1979,32854,01.01.1979 00:00,"35,66667","-71,5"
Y-793059,E3,"0,78",1979,32855,01.01.1979 00:00,"35,66667","-71,5"
Y-793093,E3,"0,78",1979,32856,01.01.1979 00:00,"35,66667","-71,5"
A-880263,Stone-uncl,"0,78",1988,32857,01.01.1988 00:00,26,-72
A-880535,Stone-uncl,"0,78",1988,32858,01.01.1988 00:00,26,-72
FRO 03095,L6,"0,78",2004,32859,01.01.2004 00:00,"160,50997","-72,95178"
GRV 054413,H5,"0,78",2006,32860,01.01.2006 00:00,"75,296944","-72,782222"
Y-74395,H5,"0,77",1974,32861,01.01.1974 00:00,"35,66667",0
Y-86628,H4,"0,75",1986,32919,01.01.1986 00:00,"35,66667","-71,5"
Y-790356,H6,"0,77",1979,32862,01.01.1979 00:00,"35,66667","-71,5"
Y-791529,L6,"0,77",1979,32863,01.01.1979 00:00,"35,66667","-71,5"
Y-792416,Stone-uncl,"0,77",1979,32864,01.01.1979 00:00,"35,66667","-71,5"
Y-792466,Stone-uncl,"0,77",1979,32865,01.01.1979 00:00,"35,66667","-71,5"
Y-793055,E3,"0,77",1979,32866,01.01.1979 00:00,"35,66667","-71,5"
Y-793058,E3,"0,77",1979,32867,01.01.1979 00:00,"35,66667","-71,5"
Y-793318,L6,"0,77",1979,32868,01.01.1979 00:00,"35,66667","-71,5"
Y-793366,H4,"0,77",1979,32869,01.01.1979 00:00,"35,66667","-71,5"
Y-81088,Stone-uncl,"0,77",1981,32870,01.01.1981 00:00,"35,66667","-71,5"
Y-86616,H4,"0,77",1986,32871,01.01.1986 00:00,"35,66667","-71,5"
Y-86617,H4,"0,77",1986,32872,01.01.1986 00:00,"35,66667","-71,5"
A-880542,Stone-uncl,"0,77",1988,32873,01.01.1988 00:00,26,-72
QUE 02105,LL6,"0,77",2002,32874,01.01.2002 00:00,168,-84
MAC 02688,H5,"0,77",2002,32875,01.01.2002 00:00,"160,5","-84,21667"
MAC 02695,H6,"0,77",2002,32876,01.01.2002 00:00,"160,5","-84,21667"
GRV 052822,L6,"0,77",2006,32877,01.01.2006 00:00,"75,353611","-72,825278"
GRV 052796,H4,"0,77",2006,32878,01.01.2006 00:00,"75,35361","-72,82528"
GRV 052163,H5,"0,77",2006,32879,01.01.2006 00:00,"75,344722","-72,771944"
GRV 053180,H5,"0,77",2006,32880,01.01.2006 00:00,"75,34","-72,774722"
GRV 052140,H4,"0,77",2006,32881,01.01.2006 00:00,"75,335278","-72,775"
GRV 054366,H5,"0,77",2006,32882,01.01.2006 00:00,"75,334722","-72,776111"
GRV 052113,L5,"0,77",2006,32883,01.01.2006 00:00,"75,326944","-72,778889"
GRV 052348,H4,"0,77",2006,32884,01.01.2006 00:00,"75,321667","-72,782222"
GRV 053630,L5,"0,77",2006,32885,01.01.2006 00:00,"75,300556","-72,781944"
GRV 053591,L6,"0,77",2006,32886,01.01.2006 00:00,"75,300278","-72,7825"
GRV 054144,L6,"0,77",2006,32887,01.01.2006 00:00,"75,274722","-72,792778"
GRV 054051,H4,"0,77",2006,32888,01.01.2006 00:00,"75,274444","-72,787222"
GRV 052408,Ureilite,"0,77",2006,32889,01.01.2006 00:00,"75,271667","-72,783889"
GRV 053755,L5,"0,77",2006,32890,01.01.2006 00:00,"75,271389","-72,781389"
Y-75093,LL6,"0,76",1975,32891,01.01.1975 00:00,"35,66667","-71,5"
Y-790229,H5,"0,76",1979,32892,01.01.1979 00:00,"35,66667","-71,5"
Y-81073,L4,"0,76",1981,32893,01.01.1981 00:00,"35,66667","-71,5"
Y-86456,H4,"0,76",1986,32894,01.01.1986 00:00,"35,66667","-71,5"
Y-86570,H4,"0,76",1986,32895,01.01.1986 00:00,"35,66667","-71,5"
A-880259,Stone-uncl,"0,76",1988,32896,01.01.1988 00:00,26,-72
A-880563,Stone-uncl,"0,76",1988,32897,01.01.1988 00:00,26,-72
A-880585,Stone-uncl,"0,76",1988,32898,01.01.1988 00:00,26,-72
GRV 052222,L5,"0,76",2006,32899,01.01.2006 00:00,"75,338056","-72,771111"
GRV 052957,L6,"0,76",2006,32900,01.01.2006 00:00,"75,337778","-72,777222"
GRV 053756,H4,"0,76",2006,32901,01.01.2006 00:00,"75,313611","-72,778889"
GRV 053988,H6,"0,76",2006,32902,01.01.2006 00:00,"75,313611","-72,778889"
GRV 052468,L6,"0,76",2006,32903,01.01.2006 00:00,"75,308611","-72,784167"
GRV 052464,L6,"0,76",2006,32904,01.01.2006 00:00,"75,308611","-72,783889"
GRV 052466,L5,"0,76",2006,32905,01.01.2006 00:00,"75,308611","-72,783889"
GRV 052583,L5,"0,76",2006,32906,01.01.2006 00:00,"75,3025","-72,778333"
GRV 053862,H4,"0,76",2006,32907,01.01.2006 00:00,"75,276389","-72,786389"
GRV 053797,L5,"0,76",2006,32908,01.01.2006 00:00,"75,271389","-72,785"
GRV 053754,L6,"0,76",2006,32909,01.01.2006 00:00,"75,271389","-72,781389"
GRV 053486,L6,"0,76",2006,32910,01.01.2006 00:00,"75,270278","-72,787778"
GRV 052470,L6,"0,76",2006,32911,01.01.2006 00:00,"75,266944","-72,979167"
GRV 052078,H6,"0,76",2006,32912,01.01.2006 00:00,"75,256944","-72,976944"
GRV 050384,CM2,"0,76",2006,32913,01.01.2006 00:00,"75,205833","-72,888056"
Y-74535,H6,"0,75",1974,32914,01.01.1974 00:00,"35,66667",0
Y-75266,LL6,"0,75",1975,32915,01.01.1975 00:00,"35,66667","-71,5"
Y-790359,H6,"0,75",1979,32916,01.01.1979 00:00,"35,66667","-71,5"
Y-793054,E3,"0,75",1979,32917,01.01.1979 00:00,"35,66667","-71,5"
Y-82194,L6,"0,75",1982,32918,01.01.1982 00:00,"35,66667","-71,5"
A-880021,Stone-uncl,"0,75",1988,32920,01.01.1988 00:00,26,-72
A-880222,Stone-uncl,"0,75",1988,32921,01.01.1988 00:00,26,-72
A-880349,Stone-uncl,"0,75",1988,32922,01.01.1988 00:00,26,-72
A-880366,Stone-uncl,"0,75",1988,32923,01.01.1988 00:00,26,-72
A-880520,Stone-uncl,"0,75",1988,32924,01.01.1988 00:00,26,-72
A-880567,Stone-uncl,"0,75",1988,32925,01.01.1988 00:00,26,-72
Y-9415,OC,"0,75",1994,32926,01.01.1994 00:00,"35,40194","-71,54694"
PCA 01006,EL4,"0,75",2002,32927,01.01.2002 00:00,"-68,80075","-85,68352"
GRV 052871,L6,"0,75",2006,32928,01.01.2006 00:00,"75,353611","-72,825278"
GRV 053183,H5,"0,75",2006,32929,01.01.2006 00:00,"75,34","-72,774722"
GRV 053294,L5,"0,75",2006,32930,01.01.2006 00:00,"75,34","-72,774722"
GRV 052653,L4,"0,75",2006,32931,01.01.2006 00:00,"75,299722","-72,785278"
GRV 052529,H5,"0,75",2006,32932,01.01.2006 00:00,"75,296667","-72,786389"
GRV 053425,H4,"0,75",2006,32933,01.01.2006 00:00,"75,284722","-72,793611"
GRV 052590,L6,"0,75",2006,32934,01.01.2006 00:00,"75,267222","-72,9775"
Y-75242,L6,"0,74",1975,32935,01.01.1975 00:00,"35,66667","-71,5"
Y-790320,H4,"0,74",1979,32936,01.01.1979 00:00,"35,66667","-71,5"
Y-791600,H4,"0,74",1979,32937,01.01.1979 00:00,"35,66667","-71,5"
Y-86177,H4,"0,74",1986,32938,01.01.1986 00:00,"35,66667","-71,5"
Y-86673,Stone-uncl,"0,74",1986,32939,01.01.1986 00:00,"35,66667","-71,5"
A-880591,Stone-uncl,"0,74",1988,32940,01.01.1988 00:00,26,-72
QUE 99266,LL5,"0,74",1999,32941,01.01.1999 00:00,168,-84
FRO 03097,H4,"0,74",2004,32942,01.01.2004 00:00,"160,50161","-72,95222"
GRV 052356,LL6,"0,74",2006,32943,01.01.2006 00:00,"75,318333","-72,783056"
GRV 052584,L5,"0,74",2006,32944,01.01.2006 00:00,"75,297222","-72,783056"
GRV 052938,L6,"0,74",2006,32945,01.01.2006 00:00,"75,286667","-72,780278"
GRV 053045,H5,"0,74",2006,32946,01.01.2006 00:00,"75,278889","-72,793056"
GRV 052351,H5,"0,74",2006,32947,01.01.2006 00:00,"75,260278","-72,978056"
Y-74433,H6,"0,73",1974,32948,01.01.1974 00:00,"35,66667",0
Y-792497,Stone-uncl,"0,73",1979,32949,01.01.1979 00:00,"35,66667","-71,5"
Y-793027,E3,"0,73",1979,32950,01.01.1979 00:00,"35,66667","-71,5"
Y-793066,E3,"0,73",1979,32951,01.01.1979 00:00,"35,66667","-71,5"
Y-86259,H4,"0,73",1986,32952,01.01.1986 00:00,"35,66667","-71,5"
A-880334,Stone-uncl,"0,73",1988,32953,01.01.1988 00:00,26,-72
A-880593,Stone-uncl,"0,73",1988,32954,01.01.1988 00:00,26,-72
A-881369,Stone-uncl,"0,73",1988,32955,01.01.1988 00:00,26,-72
FRO 03068,H3,"0,73",2004,32956,01.01.2004 00:00,"160,38925","-72,99517"
Y-790234,H5,"0,72",1979,32957,01.01.1979 00:00,"35,66667","-71,5"
Y-792456,Stone-uncl,"0,72",1979,32958,01.01.1979 00:00,"35,66667","-71,5"
Y-792484,Stone-uncl,"0,72",1979,32959,01.01.1979 00:00,"35,66667","-71,5"
Y-792493,Stone-uncl,"0,72",1979,32960,01.01.1979 00:00,"35,66667","-71,5"
Y-793040,E3,"0,72",1979,32961,01.01.1979 00:00,"35,66667","-71,5"
Y-793084,E3,"0,72",1979,32962,01.01.1979 00:00,"35,66667","-71,5"
Y-793088,E3,"0,72",1979,32963,01.01.1979 00:00,"35,66667","-71,5"
Y-81130,H5,"0,72",1981,32964,01.01.1981 00:00,"35,66667","-71,5"
A-880568,Stone-uncl,"0,72",1988,32965,01.01.1988 00:00,26,-72
A-880597,Stone-uncl,"0,72",1988,32966,01.01.1988 00:00,26,-72
CdDL 012,H5,"0,72",2002,32967,01.01.2002 00:00,"-117,453","35,31217"
GRV 054855,H4,"0,72",2006,32968,01.01.2006 00:00,"75,18722","-72,99889"
Y-74262,H5,"0,71",1974,32969,01.01.1974 00:00,"35,66667","-71,5"
Y-75103,L3,"0,71",1975,32970,01.01.1975 00:00,"35,66667","-71,5"
Y-791525,L6,"0,71",1979,32971,01.01.1979 00:00,"35,66667","-71,5"
Y-792467,Stone-uncl,"0,71",1979,32972,01.01.1979 00:00,"35,66667","-71,5"
Y-793052,E3,"0,71",1979,32973,01.01.1979 00:00,"35,66667","-71,5"
Y-793067,E3,"0,71",1979,32974,01.01.1979 00:00,"35,66667","-71,5"
Y-793085,E3,"0,71",1979,32975,01.01.1979 00:00,"35,66667","-71,5"
Y-793089,E3,"0,71",1979,32976,01.01.1979 00:00,"35,66667","-71,5"
Y-793313,H6,"0,71",1979,32977,01.01.1979 00:00,"35,66667","-71,5"
Y-81093,L4,"0,71",1981,32978,01.01.1981 00:00,"35,66667","-71,5"
Y-86507,H4,"0,71",1986,32979,01.01.1986 00:00,"35,66667","-71,5"
A-880552,Stone-uncl,"0,71",1988,32980,01.01.1988 00:00,26,-72
A-880566,Stone-uncl,"0,71",1988,32981,01.01.1988 00:00,26,-72
GRV 052090,H5,"0,71",2006,32982,01.01.2006 00:00,"75,261667","-72,977778"
Y-74407,H5,"0,7",1974,32983,01.01.1974 00:00,"35,66667",0
Y-74149,H6,"0,7",1974,32984,01.01.1974 00:00,"35,66667","-71,5"
ALHA77108,H5,"0,7",1977,32985,01.01.1977 00:00,"159,66667","-76,71667"
Y-791403,Stone-uncl,"0,7",1979,32986,01.01.1979 00:00,"35,66667","-71,5"
Y-792481,Stone-uncl,"0,7",1979,32987,01.01.1979 00:00,"35,66667","-71,5"
Y-793064,E3,"0,7",1979,32988,01.01.1979 00:00,"35,66667","-71,5"
Y-793068,E3,"0,7",1979,32989,01.01.1979 00:00,"35,66667","-71,5"
Y-793082,E3,"0,7",1979,32990,01.01.1979 00:00,"35,66667","-71,5"
Y-793083,E3,"0,7",1979,32991,01.01.1979 00:00,"35,66667","-71,5"
Y-793314,H5,"0,7",1979,32992,01.01.1979 00:00,"35,66667","-71,5"
Y-81092,H4,"0,7",1981,32993,01.01.1981 00:00,"35,66667","-71,5"
ALHA81310,H6,"0,7",1981,32994,01.01.1981 00:00,"159,39055","-76,69194"
ALHA81312,CM2,"0,7",1981,32995,01.01.1981 00:00,"159,38305","-76,68861"
ALHA81316,LL4,"0,7",1981,32996,01.01.1981 00:00,"158,78497","-76,71059"
ALH 83105,L6,"0,7",1983,32997,01.01.1983 00:00,"157,05861","-77,04139"
FRO 84030,H3,"0,7",1984,32998,01.01.1984 00:00,"160,47328","-72,95488"
Y-86250,H4,"0,7",1986,32999,01.01.1986 00:00,"35,66667","-71,5"
Y-86606,H4,"0,7",1986,33000,01.01.1986 00:00,"35,66667","-71,5"
LEW 87251,LL6,"0,7",1987,33001,01.01.1987 00:00,"161,46599","-84,34417"
LEW 87164,L6,"0,7",1987,33002,01.01.1987 00:00,"161,34114","-84,34653"
A-880554,Stone-uncl,"0,7",1988,33003,01.01.1988 00:00,26,-72
A-881684,Stone-uncl,"0,7",1988,33004,01.01.1988 00:00,26,-72
